=========================== Parameters =====================================
l1 [m]	l2 [m]	l3 [m]	c1 [m]	c2 [m]	c3 [m]	m1 [kg]	m2 [kg]	m3 [kg]
0.12	0.1	0.4658	0.06	0.05	0.2329	0.1564	0.23764	0.1564
============================== Data ========================================
t [s]	th1 [rad]	th2 [rad]	th3 [rad]	th1d [rad/s]	th2d [rad/s]	th3d [rad/s]
0	0	0	0	0	0	0
0.01	-0.00297514180306467	0.00145893961908772	0.00135504788637657	-0.533617626208563	0.224698573411652	0.234618680769453
0.02	-0.00999899288744342	0.00394060487975748	0.00402336226842223	-0.851967722136937	0.255959003045703	0.279848852126208
0.03	-0.0197921873844158	0.00639807391573114	0.00672725998187	-1.10098705714597	0.230988602227289	0.25510265933606
0.04	-0.0319632273597277	0.00851519497078699	0.00906982485904961	-1.33243360631357	0.191935059280102	0.212428192116601
0.05	-0.0464439655086998	0.0102400221261035	0.0109784201429158	-1.56449811219349	0.15377121122801	0.169965749291349
0.06	-0.0632734948159087	0.0116082850003933	0.0124889393343351	-1.8025518252478	0.120915189531517	0.133207197626801
0.07	-0.082517225048375	0.0126774639420638	0.0136651918831056	-2.04727976667149	0.0939411813078173	0.103047621001603
0.08	-0.104238187146144	0.0135036681296369	0.014570471468169	-2.29778463863247	0.0721249267126253	0.0788895895019539
0.09	-0.128488066571752	0.0141346420143138	0.0152589817003311	-2.55282815266244	0.0546930715818164	0.0595502024235141
0.1	-0.155305443536397	0.0146088636971245	0.0157743046777489	-2.81107758810717	0.0406472331241113	0.0440800979405027
0.11	-0.184716289993517	0.0149563630087203	0.0161504421075026	-3.07132540364015	0.0292164026406012	0.0315915980617762
0.12	-0.216735030519139	0.0152001193075799	0.0164133679977601	-3.33247976524738	0.0198012391184721	0.0213321905383376
0.13	-0.251365516774583	0.0153574282946148	0.0165825495333962	-3.59351423779639	0.0118643182954356	0.0127465907142112
0.14	-0.288601721788978	0.0154410338657149	0.0166722962506505	-3.85346747988205	0.00500487335611825	0.00537451749551681
0.15	-0.328428161965908	0.0154600871135506	0.0166928456633993	-4.11140721918147	-0.0010918856889559	-0.00114663764735823
0.16	-0.370820072378733	0.0154209165628742	0.0166512440926926	-4.36640778472592	-0.00667298519493488	-0.00709961228831707
0.17	-0.415743389090144	0.0153276512691899	0.0165520541166842	-4.61753169082418	-0.0119365616494376	-0.0126979378181482
0.18	-0.463154587963862	0.0151827220045502	0.0163979303209844	-4.86382223455466	-0.0170275768246178	-0.0181098264661652
0.19	-0.51300043056184	0.0149872774630338	0.016190085510317	-5.1042942030483	-0.0220526196690745	-0.0234616914954855
