=========================== Parameters =====================================
l1 [m]	l2 [m]	l3 [m]	c1 [m]	c2 [m]	c3 [m]	m1 [kg]	m2 [kg]	m3 [kg]
0.2	0.16	0.3258	0.1	0.08	0.1629	0.1564	0.23764	0.1564
============================== Data ========================================
t [s]	th1 [rad]	th2 [rad]	th3 [rad]	th1d [rad/s]	th2d [rad/s]	th3d [rad/s]
0	0	0	0	0	0	0
0.01	-0.00205829396269204	0.00127863763002359	0.00075751039011507	-0.378451673988918	0.195392508390582	0.141828932916162
0.02	-0.00723287735965234	0.00343904387056277	0.00241408379457081	-0.646755739419862	0.223431900850743	0.176634289478041
0.03	-0.0148783398744941	0.00559093380684005	0.00413617278017554	-0.879300975537474	0.202867908125579	0.163618890994576
0.04	-0.024788059835546	0.00745494156328042	0.00564444200250335	-1.10212272629409	0.169279309368387	0.137240854800336
0.05	-0.0369212298777036	0.00897871655971219	0.00687861909929501	-1.32485953380849	0.136015598233613	0.109959788648614
0.06	-0.051294994296809	0.0101895342169602	0.00785573804935581	-1.55046230369503	0.106999468259836	0.0861416835851116
0.07	-0.0679419460620102	0.0111360530139398	0.00861526691209277	-1.77947387918901	0.0831319465063448	0.0664553954836854
0.08	-0.0868943835319918	0.0118673624015546	0.00919810686937938	-2.01146100464791	0.0638471136725672	0.0507018109200347
0.09	-0.108178897054264	0.012425862537086	0.00964007392764464	-2.24576794606657	0.0484279783610036	0.0381744422213672
0.1	-0.131815057090131	0.0128460632886548	0.00997027031244835	-2.48167400604995	0.0360674527890269	0.0282391898711816
0.11	-0.157815423283483	0.0131551120847278	0.0102115625696708	-2.71849792552079	0.0260904197613723	0.0203091566302412
0.12	-0.186185937706367	0.0133739481571414	0.0103815151578504	-2.95559999981571	0.0179416674093595	0.013899117062648
0.13	-0.21692630104429	0.0135184729013084	0.0104933798692981	-3.19236769622827	0.0111605773259219	0.00863561476810081
0.14	-0.25003020705248	0.0136005498697537	0.0105569981306262	-3.42820990980686	0.00539856126602136	0.00420601225196143
0.15	-0.285485433069044	0.013628867723726	0.0105795108697113	-3.66253254709099	0.000368072200246471	0.000378824340544279
0.16	-0.32327378184544	0.0136096100614622	0.0105659591307312	-3.89473194358947	-0.00414995335252719	-0.00303291003233144
0.17	-0.363370913721039	0.0135470076210594	0.0105197471656819	-4.12418233847779	-0.00832698031807731	-0.00617309902728327
0.18	-0.4057460891571	0.0134437742756203	0.0104430189670829	-4.35023012925719	-0.0122904467396209	-0.00915728099785533
0.19	-0.450361855333012	0.0133014781249531	0.0103369401159808	-4.57218097048893	-0.0161599634810567	-0.0120488856085735
0.2	-0.497173679108641	0.0131207881886523	0.0102019845887189	-4.78931854779843	-0.0199762588339303	-0.0149448587098774
0.205451290577865	-0.523598775598299	0.0130061689645173	0.0101162364803857	-4.90538380153857	-0.0220704356188299	-0.0165241014127972
0.215451290577865	-0.582392324119012	0.0231137911752487	0.0249122296147227	-6.84555607227387	2.02736486309268	2.98137885188447
0.225451290577865	-0.660703497846818	0.0548796005838508	0.06760487724165	-8.94112670129846	4.89870332168134	4.79917340132113
0.235451290577865	-0.755022504177463	0.10933245688164	0.120155513003721	-9.65479201291062	5.59921656101773	5.41201211244449
0.245451290577865	-0.850820587636231	0.162740354360786	0.171934337906843	-9.43051002840886	4.98053501995139	4.84339875706539
0.255451290577865	-0.942938611959975	0.208006457689001	0.216081676728211	-8.98353934713352	4.06054102835739	3.97455910160766
0.265451290577865	-1.03055272555057	0.244086775729171	0.251510979843085	-8.54911377207318	3.17136114398887	3.12763487484184
0.275451290577865	-1.11417886176847	0.271862363350753	0.27902184286533	-8.19021979759341	2.4076200023305	2.39558569609225
0.285451290577865	-1.194625099723	0.292684638431389	0.299881987268135	-7.91275344758987	1.78225654828486	1.79469568161922
0.295451290577865	-1.27266164650093	0.3078978823092	0.315359404454965	-7.7061139892062	1.28332063705011	1.31637241877828
0.300190884798278	-1.30899693899575	0.313500209908731	0.32114605926068	-7.6287974390748	1.08554203215795	1.12829724304212
0.310190884798278	-1.37682200154923	0.311980122041185	0.320129628056048	-5.93232807374555	-1.34961279712542	-1.38866785322795
