=========================== Parameters =====================================
l1 [m]	l2 [m]	l3 [m]	c1 [m]	c2 [m]	c3 [m]	m1 [kg]	m2 [kg]	m3 [kg]
0.1	0.1	0.4858	0.05	0.03	0.43722	0.1564	0.23764	0.1564
============================== Data ========================================
t [s]	th1 [rad]	th2 [rad]	th3 [rad]	th1d [rad/s]	th2d [rad/s]	th3d [rad/s]
0	0	0	0	0	0	0
0.01	-0.00347331906873688	0.00175461639224265	0.00168324303798604	-0.601629375213111	0.276089546087874	0.287043960596928
0.02	-0.0109418412985194	0.00482402248639075	0.00493700626229132	-0.860806636576535	0.317577853847972	0.340924333062779
0.03	-0.0203277602736014	0.00788059652578636	0.00822797060531092	-1.00702437345542	0.287746224527666	0.310385125055384
0.04	-0.0309909619845761	0.0105190842430854	0.0110791544482682	-1.12428942286263	0.239298762205981	0.258634882225638
0.05	-0.04281854352481	0.0126704814002703	0.0134035885323472	-1.24249044003345	0.191868925129617	0.207093436180941
0.06	-0.0558742654944464	0.0143784685098301	0.0152452515973529	-1.3705480757577	0.151034686494576	0.162535392962836
0.07	-0.0702668822936054	0.0157152168046852	0.0166821270471944	-1.50978593212948	0.117533005333668	0.126128160598792
0.08	-0.0861035235307093	0.0167516786570347	0.0177918706932193	-1.65906338619693	0.0907640971633409	0.0969443283467947
0.09	-0.103475471136315	0.0175487373585854	0.0186412159019597	-1.81654098819485	0.06947419689179	0.0738186287145075
0.1	-0.122455703965911	0.0181557219806867	0.0192842844008453	-1.98043613493938	0.0525632192083401	0.0555067191440186
0.11	-0.143100385096476	0.0186115440016543	0.0197637114074092	-2.14917964455214	0.0390485849314496	0.0409724851815824
0.12	-0.165451292930729	0.0189463759800019	0.0201125737900618	-2.32149214655856	0.0282903281282453	0.0292292418451765
0.13	-0.189538217313841	0.019183445784901	0.02035615142409	-2.49622448426124	0.0194358224883563	0.0197859311500939
0.14	-0.215380908343312	0.019340318883022	0.0205136663210558	-2.67249987487558	0.0121561117162002	0.0119557425910765
0.15	-0.242990672495152	0.019430209524875	0.0205994725764953	-2.84952003431687	0.00598856754600272	0.00537580841345395
0.16	-0.272371539531343	0.0194628500270811	0.020624160256262	-3.02661273504631	0.00065513574045924	-0.000311836915262254
0.17	-0.303521139495755	0.0194452645811169	0.020595354274855	-3.20317082229469	-0.00409083690509901	-0.0053620664598682
0.18	-0.336431319765695	0.019382348962253	0.0205183724767004	-3.37864085968758	-0.00843374611314402	-0.0099807812377779
0.19	-0.371088569822471	0.0192773430021339	0.020396734548949	-3.55249945256586	-0.0125333374782738	-0.0143135889816211
0.2	-0.407474291475394	0.0191321917823684	0.0202325794937658	-3.72425238764169	-0.0164825606135648	-0.0184988483642573
0.21	-0.445564961958078	0.0189478603533374	0.0200269782799609	-3.89340621749096	-0.0203910320064759	-0.0226079663632119
0.22	-0.485332202856712	0.0187245480983624	0.0197802218086876	-4.05949293733485	-0.0242590043791788	-0.0267645049150749
0.229254262830736	-0.523598775598299	0.0184828989069434	0.0195149257623262	-4.21001373395518	-0.0279550599961252	-0.0305983754836556
0.239254262830736	-0.592677605391684	0.0577381906131893	0.0102424840382773	-8.83400535213162	5.00181694809942	0.557179319919986
0.249254262830736	-0.695908488829529	0.103243602966291	0.0428533991322129	-11.8222364898617	4.47721272696841	5.5090101858894
0.259254262830736	-0.821472792856135	0.152232931816567	0.10250364322209	-12.8019858352168	5.00828058677626	6.05662128459544
0.269254262830736	-0.946427454489094	0.199806328557611	0.159966346211169	-12.0569747538028	4.42425862660084	5.33603561673702
0.279254262830736	-1.06143442618586	0.23995596136145	0.20840532763694	-10.9325321621052	3.59947709639854	4.34446383927236
0.289254262830736	-1.16527881954487	0.27195418029539	0.247046172737566	-9.85888409523494	2.81533500666759	3.40386977326339
0.299254262830736	-1.25916816170512	0.296662256174394	0.276932077605609	-8.94853576114539	2.1464838303429	2.59826703700095
0.304966344083469	-1.30899693899575	0.307968320949444	0.290627291864019	-8.50789616008934	1.81959104603414	2.20397276780312
0.314966344083469	-1.37037039216045	0.285860886812905	0.325757464675776	-4.33677258153755	-4.10335717156823	3.04927162399496
