=========================== Parameters =====================================
l1 [m]	l2 [m]	l3 [m]	c1 [m]	c2 [m]	c3 [m]	m1 [kg]	m2 [kg]	m3 [kg]
0.1	0.1	0.4858	0.03	0.05	0.2429	0.1564	0.23764	0.1564
============================== Data ========================================
t [s]	th1 [rad]	th2 [rad]	th3 [rad]	th1d [rad/s]	th2d [rad/s]	th3d [rad/s]
0	0	0	0	0	0	0
0.01	-0.00310631570446622	0.00138123072643315	0.00147563056155625	-0.54383789024128	0.205809194620462	0.24313847418794
0.02	-0.0101101027189025	0.00357440546640378	0.00412263082516138	-0.838096978910223	0.219604781389846	0.26797361827919
0.03	-0.019675818560866	0.00563573673210879	0.00665167009042466	-1.07119802268962	0.190117393761639	0.233869791046779
0.04	-0.0315081948947055	0.00736008236498245	0.00877290461133052	-1.29548105809785	0.154924572493783	0.190547237329605
0.05	-0.0456023626847479	0.00874754834605868	0.0104774475767202	-1.5245055871628	0.123442466920706	0.151422281481816
0.06	-0.0620223726025078	0.00984681054890593	0.0118242341571475	-1.76068519641938	0.097318570294045	0.119043688264778
0.07	-0.0808379907502152	0.0107106649497984	0.0128792322693574	-2.0034223336462	0.0762002138150039	0.0929276083035308
0.08	-0.102108422644591	0.0113848519830257	0.0136999056026868	-2.25141468248218	0.0592206333231843	0.0720035067967598
0.09	-0.12587948635326	0.0119063782054271	0.0143327838476455	-2.5033580792691	0.045596391213013	0.0551584087060969
0.1	-0.152184333271181	0.012304442577519	0.0148144299494846	-2.75798256270795	0.0344204151570886	0.0416194002413147
0.11	-0.181044726451689	0.0126016488670795	0.0151732120532653	-3.01427929253918	0.0252853249418624	0.0305132903301752
0.12	-0.212472245131202	0.0128153726361918	0.0154308095011821	-3.27125944791929	0.0176741082354301	0.0212793526352948
0.13	-0.246469107532459	0.0129587641536577	0.0156035832534435	-3.5280040985549	0.0111709900403301	0.0134723784111284
0.14	-0.283028690567165	0.0130415858757351	0.0157036685948267	-3.78365942318824	0.00551119255681605	0.00668904130408074
0.15	-0.322135798927033	0.0130709223707623	0.0157398257085865	-4.03736767514612	0.000439458210094124	0.000641776726022723
0.16	-0.363766710426431	0.0130517180925758	0.0157181487556709	-4.28827546405193	-0.00422739648068066	-0.00491087031729072
0.17	-0.407889069514422	0.0129872319906419	0.0156426266464068	-4.53550976424403	-0.00863860181320857	-0.0101546232278831
0.18	-0.454461663997746	0.0128794053592377	0.0155156055305128	-4.77816999901566	-0.0129123744634561	-0.0152314977180198
0.19	-0.503434125618341	0.0127291635637708	0.0153381751583524	-5.01533167815251	-0.0171155445793955	-0.0202656732202892
