=========================== Parameters =====================================
l1 [m]	l2 [m]	l3 [m]	c1 [m]	c2 [m]	c3 [m]	m1 [kg]	m2 [kg]	m3 [kg]
0.1
0.14
0.4458
0.7
0.9
0.9
0.1564
0.23764
0.1564
============================== Data ========================================
t [s]	th1 [rad]	th2 [rad]	th3 [rad]	th1d [rad/s]	th2d [rad/s]	th3d [rad/s]
0	0	0	0	0	0	0
0.01	-0.000695262932863881	0.000226419351453779	8.08440391337856e-05	-0.138464782822884	0.0445076105958044	0.016207081722569
0.02	-0.00275707979664485	0.000874120761085748	0.000324688528801085	-0.273267740781764	0.0842100157971691	0.0325771899015419
0.03	-0.00614768479890012	0.00189386698630938	0.000732427883668477	-0.404193534749776	0.118890499785494	0.0489584782064752
0.04	-0.010827572147125	0.00323484432485644	0.00130330871781009	-0.531108302640663	0.148448545030639	0.0651743417508196
0.05	-0.0167562737742804	0.00484576495934187	0.00203471582150497	-0.653952159938818	0.172887782143613	0.0810301497238412
0.06	-0.0238930596179545	0.00667584557599913	0.00292202578069931	-0.772731238184504	0.192303342136699	0.0963200130381834
0.07	-0.032197556847084	0.00867565793142002	0.00395852769583627	-0.887509472815654	0.206868952641032	0.110833406634233
0.08	-0.0416302865064354	0.0107978503737162	0.00513540873354174	-0.998400328187734	0.216824079440507	0.124361489568675
0.09	-0.0521531177898404	0.0129977421099271	0.00644180080381954	-1.10555862360456	0.222461374321813	0.136702989875562
0.1	-0.0637296416713707	0.015233794420088	0.00786488344623363	-1.20917260019575	0.224114650036392	0.147669545374066
0.11	-0.0763254669035125	0.0174679650282703	0.00939003704027957	-1.3094563448838	0.222147563735718	0.157090415504473
0.12	-0.0899084424390706	0.0196659534627329	0.0110010397224883	-1.40664266489475	0.216943152154137	0.16481650241385
0.13	-0.104448811158781	0.0217973464872213	0.0126803008859184	-1.50097648462761	0.208894325596776	0.170723641462831
0.14	-0.119919300402484	0.0238356735844819	0.0144091238428671	-1.59270881650176	0.198395393903649	0.17471514173478
0.15	-0.136295155223796	0.0257583830465111	0.0161679901320196	-1.68209133887701	0.185834666390331	0.176723575722467
0.16	-0.153554120534176	0.0275467495026835	0.0179368580276382	-1.76937159745867	0.171588139612598	0.176711833944324
0.17	-0.17167637839107	0.0291857237280084	0.0196954680398911	-1.85478883186587	0.156014261881344	0.174673474672937
0.18	-0.190644446636279	0.0306637353523892	0.021423648560205	-1.9385704163101	0.139449741890852	0.170632411180236
0.19	-0.210443044924859	0.031972458671737	0.0231016152814547	-2.02092889260498	0.122206350660028	0.164641988914292
0.2	-0.231058933921679	0.0331065511770294	0.0247102585879618	-2.10205956496968	0.104568651188254	0.15678351287176
0.21	-0.252480733101528	0.0340633737010896	0.0262314137435011	-2.18213861922598	0.0867925786939642	0.147164291211662
0.22	-0.27469872218787	0.0348427002669005	0.0276481093867404	-2.26132172392364	0.0691047858784099	0.135915265000458
0.23	-0.29770463082245	0.0354464248357727	0.0289447905541745	-2.3397430675424	0.0517026621380622	0.123188296042695
0.24	-0.321491420588955	0.0358782712265555	0.0301075131737236	-2.41751478407686	0.0347549328010998	0.109153185213668
0.25	-0.346053063033722	0.0361435115337574	0.0311241076926799	-2.49472671886835	0.0184027440262483	0.0939944927611542
0.26	-0.37138431684814	0.0362486974356432	0.0319843102084646	-2.57144648735009	0.0027611406989355	0.0779082298791032
0.27	-0.397480506912667	0.0362014078730343	0.0326798601485442	-2.64771978125926	-0.0120791517958909	0.0610984876743331
0.28	-0.424337307461254	0.0360100157126592	0.033204564187639	-2.72357087967569	-0.0260497259424103	0.0437740656398075
0.29	-0.451950531215798	0.0356834751996519	0.0335543266887002	-2.79900332580333	-0.0391023482491217	0.0261451570970213
0.3	-0.480315925969649	0.0352311312634425	0.0337271475034583	-2.87400073454711	-0.051206743473338	0.00842014394399388
0.31	-0.509428979772237	0.0346625510783716	0.033723088464672	-2.94852770048386	-0.0623483691170925	-0.00919745240393126
0.314777009442665	-0.523598775598299	0.0343527257020517	0.0336592465970301	-2.98394834092697	-0.0673301756058317	-0.0175180401585996
0.324777009442665	-0.554735297653469	0.0346038056857015	0.0339580905169576	-3.24295525582286	0.117364543457974	0.0772119833034999
0.334777009442665	-0.588449049906853	0.0366956771037958	0.0352017983493717	-3.4993114261488	0.300755582652258	0.171435160219459
0.344777009442665	-0.624710961238392	0.0406130345576424	0.0373846905080407	-3.75249660695475	0.482379886620148	0.265026895215118
0.354777009442665	-0.663486532785323	0.0463356594290055	0.040499770097736	-4.00194552733177	0.661717650430168	0.3578483074497
