=========================== Parameters =====================================
l1 [m]	l2 [m]	l3 [m]	c1 [m]	c2 [m]	c3 [m]	m1 [kg]	m2 [kg]	m3 [kg]
0.4	0.1	0.1858	0.2	0.05	0.0929	0.1564	0.23764	0.1564
============================== Data ========================================
t [s]	th1 [rad]	th2 [rad]	th3 [rad]	th1d [rad/s]	th2d [rad/s]	th3d [rad/s]
0	0	0	0	0	0	0
0.01	-0.00119965208451179	0.000748271403197656	0.000366221208597263	-0.230477420820627	0.109362701521799	0.0625063778147771
0.02	-0.0045258395852182	0.00187744841575981	0.0010312570513152	-0.433031599641957	0.110123403225998	0.0658576133933175
0.03	-0.00984525482213594	0.00289563619349415	0.00164283651512261	-0.630637199625052	0.0927714288315198	0.0557786876485853
0.04	-0.0171382322283318	0.00373185826458814	0.00214563406616283	-0.828047433760156	0.0748450542129952	0.0449395727350504
0.05	-0.0264085325975181	0.00440180598741025	0.00254711706566458	-1.02613671229917	0.0596399569475862	0.0356641828722444
0.06	-0.0376633074579246	0.0049342475878697	0.00286476057647176	-1.22492405263549	0.0472975434233846	0.02813225982732
0.07	-0.0509088202240279	0.00535567257628144	0.00311497167421577	-1.42425555637092	0.0373569317126387	0.0221249934955612
0.08	-0.0661496484759819	0.00568786762309223	0.00331129083863233	-1.62395683566903	0.0293704975242919	0.0173182326021655
0.09	-0.0833886014156938	0.00594824009244353	0.00346449845008927	-1.82385115941541	0.0229306863340539	0.0134662003843185
0.1	-0.102626730424785	0.00615055247456661	0.0035830878228956	-2.02376254073062	0.0177102815838369	0.0103631431334371
0.11	-0.123863307018897	0.00630562587260601	0.00367370915896492	-2.22351009996783	0.0134465543217958	0.00784428706970745
0.12	-0.147095746327704	0.00642192409676085	0.0037415389311954	-2.42290215593968	0.00992477113270779	0.0057841639960242
0.13	-0.172319477968943	0.00650602025954297	0.00379058147659065	-2.62173238233856	0.00697854203240202	0.00407479104608661
0.14	-0.19952777154681	0.00656297373755464	0.00382390360492669	-2.8197748099453	0.0044738669984413	0.00263079402685468
0.15	-0.228711522722429	0.00659662973921259	0.00384382382628685	-3.01678034255256	0.00230366032592785	0.00138342497398203
0.16	-0.259859006423951	0.00660986099150987	0.00385206110439869	-3.21247321720945	0.000377132399418932	0.000284668126954515
0.17	-0.292955602482294	0.00660475865078077	0.00384985901185658	-3.40654960292171	-0.00137401497442712	-0.000709901459250382
0.18	-0.327983500154647	0.00658279037873359	0.00383808064981282	-3.5986751276347	-0.00300490111734787	-0.00163472541534136
0.19	-0.364921386633215	0.00654492761549177	0.00381728768712087	-3.78848371763186	-0.00455868395473154	-0.00251776871144484
0.2	-0.403744125678581	0.00649175124105658	0.00378780343529529	-3.97557658462484	-0.00607172023343074	-0.00337737279500588
0.21	-0.444422432162475	0.00642353724485737	0.00374976775707904	-4.15952272422905	-0.00756943617927289	-0.00423122724743239
0.22	-0.486922549466658	0.00634033121304708	0.00370317936029877	-4.33985896304617	-0.00907302676451828	-0.00508948319059726
0.228310033029068	-0.523598775598299	0.00625969662738756	0.00365788465774488	-4.48661888515975	-0.010339249100298	-0.00580951760911916
0.238310033029068	-0.572106811329043	0.00120176419380143	0.0509439076657717	-5.47291841131212	1.8103474344073	5.25352524102932
0.248310033029068	-0.63313605861809	0.0460137114764834	0.100548107189259	-6.55546563325505	6.12652441216802	5.18284326101006
0.258310033029068	-0.699547706437936	0.10754584517974	0.151905786721659	-6.64589695378478	5.87730345205498	4.88024243944369
0.268310033029068	-0.765413096872936	0.161153422663854	0.196459388318243	-6.52057850932247	4.81664052953509	4.01792108700959
0.278310033029068	-0.830012856761508	0.204079636138236	0.232407528178523	-6.40598506675263	3.79370008512847	3.19242409190246
0.288310033029068	-0.893677147633284	0.237589767969796	0.260802125716679	-6.33397047651745	2.93776234996456	2.51032354734216
0.298310033029068	-0.956822322724641	0.263419693736815	0.283021753282816	-6.30050845157029	2.2530525731832	1.95553931031571
0.308310033029068	-1.01978168669593	0.283121985388727	0.300285969398589	-6.29532635134402	1.70896455933797	1.51384612593452
0.318310033029068	-1.08279355067566	0.297981912124358	0.313606972668913	-6.30968319255529	1.28059070022508	1.16373805290003
0.328310033029068	-1.1460165476764	0.309045222012244	0.323808816808743	-6.33647253354122	0.946008505830196	0.887809588197345
0.338310033029068	-1.20954585219442	0.317156395248913	0.331558069453488	-6.37006573779092	0.686909069413839	0.671765222885139
0.348310033029068	-1.27342647001573	0.322993130832396	0.337391582418802	-6.40608914166451	0.488963422928077	0.502716573646278
0.353854085569837	-1.30899693899575	0.325452452673004	0.339961495670001	-6.42573632156932	0.40045640443942	0.426316373304056
0.363854085569837	-1.37045751483964	0.330075516481611	0.299683791078309	-5.62439000125718	-1.95835281586663	-4.67686334265025
0.373854085569837	-1.42142846126589	0.285066717232668	0.252851142053122	-4.76271379254266	-5.89025124196203	-5.11626460017006
0.383854085569837	-1.4686878635975	0.225382888155846	0.202039439176884	-4.76905539444404	-5.7439507472717	-4.84545183735085
0.393854085569837	-1.51762015401733	0.173053084682206	0.157864880522311	-5.03151716985457	-4.68058683405166	-3.96082135027566
0.403854085569837	-1.56934524754854	0.13175011048708	0.122647098536476	-5.30674945077824	-3.6108186946283	-3.10214891646595
0.413854085569837	-1.62357033100281	0.100130596846443	0.0952614447761358	-5.52785208287755	-2.75102151799373	-2.4019355258298
0.423854085569837	-1.67970264923624	0.0760636827888117	0.0740557037415113	-5.68905130494725	-2.0937788713084	-1.86176920103518
0.433854085569837	-1.73717749667234	0.0577212986507094	0.0576050202434771	-5.7979882371271	-1.59794268330711	-1.44657397350472
0.443854085569837	-1.79551818694912	0.0437024995643122	0.0448053644740568	-5.86356354745392	-1.22350447958714	-1.12676847714707
0.450164108727242	-1.83259571459405	0.0365955918518284	0.0382198434522961	-5.88605908925103	-1.03531093121445	-0.963881407764217
0.460164108727242	-1.88810205754897	0.0281004856599886	-0.0142976551093608	-4.96900129389513	-3.32473115602371	-5.54522046825669
0.470164108727242	-1.93283756779036	-0.0272564158251421	-0.0688337013522433	-4.22101338698779	-6.49346138086243	-5.67732037206091
0.480164108727242	-1.97546314346614	-0.0899184911172977	-0.123098723637734	-4.35929784438498	-5.83528317770507	-5.03717074207961
0.490164108727242	-2.0203784864824	-0.142582120920478	-0.168665718609512	-4.62187674284363	-4.6965546221611	-4.08229172446395
0.500164108727242	-2.06772310920863	-0.184335763368986	-0.20513514178	-4.83538235518949	-3.68667278456795	-3.24015552664921
0.510164108727242	-2.11684505781665	-0.21700174085719	-0.234015101652803	-4.97756626706189	-2.87741604502088	-2.56437699097566
0.520164108727242	-2.16705653121423	-0.242507272005951	-0.256858277005095	-5.05493452814678	-2.2500819802935	-2.02610398809023
0.530164108727242	-2.21776770555251	-0.262457745037525	-0.274950700827396	-5.07918692187647	-1.76185006979341	-1.60830844535013
0.540164108727242	-2.2684948584527	-0.278121643479788	-0.289321493963772	-5.05974525947363	-1.38716143152192	-1.27960638711555
0.550164108727242	-2.31884506607082	-0.290492306015563	-0.300780617492612	-5.00501613322658	-1.09976684662656	-1.02276779466247
0.560164108727242	-2.36850015185271	-0.300341654877901	-0.309965177695247	-4.92177099215476	-0.879552137028148	-0.823051954127144
0.570164108727242	-2.4172026223398	-0.308266027923063	-0.317375353820556	-4.81531585370994	-0.712384997229882	-0.666225088582787
0.580164108727242	-2.46474391122099	-0.314724493962481	-0.323401190708933	-4.69015116403908	-0.584975013579576	-0.544181146480478
0.590164108727242	-2.51095500481787	-0.320067623290472	-0.328346997751749	-4.54979339895536	-0.488041568788692	-0.448920024688081
0.600164108727242	-2.55569873588823	-0.324561823681402	-0.332449065649018	-4.39709376132744	-0.414221805405567	-0.374387614461467
0.610164108727242	-2.59886362047153	-0.328408406678208	-0.335890293850903	-4.23438112130357	-0.357559283353676	-0.316249585716472
0.614723268252233	-2.61799387799152	-0.329989716803915	-0.337279674016526	-4.15737323608112	-0.336412263529786	-0.29383495685296
0.624723268252233	-2.66061642270345	-0.339147885344206	-0.296088845466099	-4.5958936189204	1.02630134663844	4.63588680751034
0.634723268252233	-2.7103187267323	-0.304367390727441	-0.252980244977154	-5.25091908173004	5.29120892382371	4.46871753255574
0.644723268252233	-2.76257521609231	-0.248330681096836	-0.206868928105665	-5.1085754661412	5.55585860256393	4.51680859078854
0.654723268252233	-2.81154638517262	-0.196870867905679	-0.165077273838582	-4.66752063601878	4.6681202293646	3.79853807505524
0.664723268252233	-2.85585092711285	-0.15522154208679	-0.131040556275787	-4.19790114444576	3.67971957779982	3.02313806098554
0.674723268252233	-2.8956535235957	-0.122705305762608	-0.104183946895035	-3.7710362772638	2.85451018569955	2.37395748107425
0.684723268252233	-2.93143841057568	-0.0974948334793969	-0.0831284392039858	-3.39324777424131	2.21310331243447	1.86200543546317
0.694723268252233	-2.96365549744914	-0.0779190141982733	-0.0666036165405844	-3.05589206247393	1.72215478603527	1.4618709699143
0.704723268252233	-2.99265924267291	-0.0626707899238922	-0.0536025288998517	-2.74935501233365	1.3442482067732	1.15062779297176
0.714723268252233	-3.01871935112642	-0.0507596877640329	-0.0433502589587069	-2.4661119424183	1.05093732113161	0.908922579830929
0.724723268252233	-3.04204088154786	-0.0414348772451813	-0.03524999547488	-2.20079004530511	0.823493937732379	0.718804418932614
0.734723268252233	-3.06278096284318	-0.0341220041027756	-0.0288405788060842	-1.94921429627528	0.646207330200289	0.56928797776451
0.744723268252233	-3.08106085846642	-0.0283791060412967	-0.0237627882120696	-1.70831776039352	0.50797148187616	0.451011477924841
0.754723268252233	-3.09697477537139	-0.0238638910340937	-0.0197360106969932	-1.47568616010977	0.399504431511268	0.357951462930927
0.764723268252233	-3.11059622177778	-0.0203105797203232	-0.0165397630259819	-1.24955464157494	0.314564160425462	0.284205594915865
0.774723268252233	-3.12198279737832	-0.017511918082407	-0.0140007598092086	-1.02851745830863	0.247922661123703	0.22575608305135
0.784723268252233	-3.13117975583368	-0.0153059744467399	-0.0119824708638125	-0.811469291377395	0.195413920095989	0.179619695578267
0.794723268252233	-3.13822270677614	-0.0135661074205249	-0.010377000750743	-0.597580991145951	0.154155174011272	0.142956024875879
0.804723268252233	-3.14313971125116	-0.0121930105582154	-0.00909912716685987	-0.386183788582495	0.121729243615807	0.113773343657413
0.814723268252233	-3.1459528866006	-0.0111087140514054	-0.00808144400062467	-0.176740253780634	0.0961473072749663	0.0906456442009109
0.824723268252233	-3.14667965345983	-0.0102519788398848	-0.00727049854284388	0.0311592336090146	0.0760016365343854	0.0722412985775016
0.834723268252233	-3.14533373002788	-0.00957459901100317	-0.00662392492755763	0.237845387044214	0.0601146097697234	0.0576157076949645
0.844723268252233	-3.14192591826003	-0.00903859410553311	-0.0061080867595903	0.443577573966609	0.0475646655519321	0.0460207534731319
0.854723268252233	-3.13646474150991	-0.00861402095172547	-0.00569621536683247	0.648547380175382	0.0377238896987633	0.0367322371538343
